Train Type,Door No.,Case,Case Offset (m),Stop Error (m),Front Ref Position (m),Base Door Start (m),Door Width (m),Actual Door Start (m),Actual Door End (m),Open Unit Start,Open Unit End,Selected Unit Center (m),Door Center (m),Move Distance (m),Direction,Effective Opening Width (m),Min Required Width (m),Valid?,Command
지하철,3,7,0.175,-0.05,0.125,11.75,1.3,11.875,13.175,9,9,11.9,12.525,0.875,RIGHT,1.3,1.3,OK,
지하철,3,7,0.175,-0.05,0.125,11.75,1.3,11.875,13.175,10,10,13.3,12.525,0.7,LEFT,1.3,1.3,OK,
지하철,3,7,0.175,0,0.175,11.75,1.3,11.925,13.225,9,9,11.9,12.575,0.7,RIGHT,1.3,1.3,OK,
지하철,3,7,0.175,0,0.175,11.75,1.3,11.925,13.225,10,10,13.3,12.575,0.7,LEFT,1.3,1.3,OK,
지하철,3,7,0.175,0.05,0.225,11.75,1.3,11.975,13.275,9,9,11.9,12.625,0.7,RIGHT,1.3,1.3,OK,
지하철,3,7,0.175,0.05,0.225,11.75,1.3,11.975,13.275,10,10,13.3,12.625,0.7,LEFT,1.3,1.3,OK,
지하철,3,7,0.175,0.1,0.275,11.75,1.3,12.025,13.325,9,9,11.9,12.675,0.7,RIGHT,1.3,1.3,OK,
지하철,3,7,0.175,0.1,0.275,11.75,1.3,12.025,13.325,10,10,13.3,12.675,0.875,LEFT,1.3,1.3,OK,
지하철,3,7,0.175,0.15,0.325,11.75,1.3,12.075,13.375,9,9,11.9,12.725,0.525,RIGHT,1.3,1.3,OK,
지하철,3,7,0.175,0.15,0.325,11.75,1.3,12.075,13.375,10,10,13.3,12.725,0.875,LEFT,1.3,1.3,OK,
지하철,3,7,0.175,0.2,0.375,11.75,1.3,12.125,13.425,9,9,11.9,12.775,0.525,RIGHT,1.3,1.3,OK,
지하철,3,7,0.175,0.2,0.375,11.75,1.3,12.125,13.425,10,10,13.3,12.775,0.875,LEFT,1.3,1.3,OK,
지하철,3,7,0.175,0.25,0.425,11.75,1.3,12.175,13.475,9,9,11.9,12.825,0.525,RIGHT,1.3,1.3,OK,
지하철,3,7,0.175,0.25,0.425,11.75,1.3,12.175,13.475,10,10,13.3,12.825,0.875,LEFT,1.3,1.3,OK,
지하철,3,7,0.175,0.3,0.475,11.75,1.3,12.225,13.525,9,9,11.9,12.875,0.525,RIGHT,1.3,1.3,OK,
지하철,3,7,0.175,0.3,0.475,11.75,1.3,12.225,13.525,10,10,13.3,12.875,1.05,LEFT,1.3,1.3,OK,
지하철,3,7,0.175,0.35,0.525,11.75,1.3,12.275,13.575,9,9,11.9,12.925,0.35,RIGHT,1.3,1.3,OK,
지하철,3,7,0.175,0.35,0.525,11.75,1.3,12.275,13.575,10,10,13.3,12.925,1.05,LEFT,1.3,1.3,OK,
지하철,3,6,0.35,-0.35,0,11.75,1.3,11.75,13.05,9,9,11.9,12.4,0.875,RIGHT,1.3,1.3,OK,
지하철,3,6,0.35,-0.35,0,11.75,1.3,11.75,13.05,10,10,13.3,12.4,0.525,LEFT,1.3,1.3,OK,
지하철,3,6,0.35,-0.3,0.05,11.75,1.3,11.8,13.1,9,9,11.9,12.45,0.875,RIGHT,1.3,1.3,OK,
지하철,3,6,0.35,-0.3,0.05,11.75,1.3,11.8,13.1,10,10,13.3,12.45,0.525,LEFT,1.3,1.3,OK,
지하철,3,6,0.35,-0.25,0.1,11.75,1.3,11.85,13.15,9,9,11.9,12.5,0.875,RIGHT,1.3,1.3,OK,
지하철,3,6,0.35,-0.25,0.1,11.75,1.3,11.85,13.15,10,10,13.3,12.5,0.7,LEFT,1.3,1.3,OK,
지하철,3,6,0.35,-0.2,0.15,11.75,1.3,11.9,13.2,9,9,11.9,12.55,0.7,RIGHT,1.3,1.3,OK,
지하철,3,6,0.35,-0.2,0.15,11.75,1.3,11.9,13.2,10,10,13.3,12.55,0.7,LEFT,1.3,1.3,OK,
지하철,3,6,0.35,-0.15,0.2,11.75,1.3,11.95,13.25,9,9,11.9,12.6,0.7,RIGHT,1.3,1.3,OK,
지하철,3,6,0.35,-0.15,0.2,11.75,1.3,11.95,13.25,10,10,13.3,12.6,0.7,LEFT,1.3,1.3,OK,
지하철,3,6,0.35,-0.1,0.25,11.75,1.3,12,13.3,9,9,11.9,12.65,0.7,RIGHT,1.3,1.3,OK,
지하철,3,6,0.35,-0.1,0.25,11.75,1.3,12,13.3,10,10,13.3,12.65,0.7,LEFT,1.3,1.3,OK,
지하철,3,6,0.35,-0.05,0.3,11.75,1.3,12.05,13.35,9,9,11.9,12.7,0.7,RIGHT,1.3,1.3,OK,
지하철,3,6,0.35,-0.05,0.3,11.75,1.3,12.05,13.35,10,10,13.3,12.7,0.875,LEFT,1.3,1.3,OK,
지하철,3,6,0.35,0,0.35,11.75,1.3,12.1,13.4,9,9,11.9,12.75,0.525,RIGHT,1.3,1.3,OK,
지하철,3,6,0.35,0,0.35,11.75,1.3,12.1,13.4,10,10,13.3,12.75,0.875,LEFT,1.3,1.3,OK,
지하철,3,6,0.35,0.05,0.4,11.75,1.3,12.15,13.45,9,9,11.9,12.8,0.525,RIGHT,1.3,1.3,OK,
지하철,3,6,0.35,0.05,0.4,11.75,1.3,12.15,13.45,10,10,13.3,12.8,0.875,LEFT,1.3,1.3,OK,
지하철,3,6,0.35,0.1,0.45,11.75,1.3,12.2,13.5,9,9,11.9,12.85,0.525,RIGHT,1.3,1.3,OK,
지하철,3,6,0.35,0.1,0.45,11.75,1.3,12.2,13.5,10,10,13.3,12.85,1.05,LEFT,1.3,1.3,OK,
지하철,3,6,0.35,0.15,0.5,11.75,1.3,12.25,13.55,9,9,11.9,12.9,0.35,RIGHT,1.3,1.3,OK,
지하철,3,6,0.35,0.15,0.5,11.75,1.3,12.25,13.55,10,10,13.3,12.9,1.05,LEFT,1.3,1.3,OK,
지하철,3,6,0.35,0.2,0.55,11.75,1.3,12.3,13.6,9,9,11.9,12.95,0.35,RIGHT,1.3,1.3,OK,
지하철,3,6,0.35,0.2,0.55,11.75,1.3,12.3,13.6,10,10,13.3,12.95,1.05,LEFT,1.3,1.3,OK,
지하철,3,6,0.35,0.25,0.6,11.75,1.3,12.35,13.65,9,9,11.9,13,0.35,RIGHT,1.3,1.3,OK,
지하철,3,6,0.35,0.25,0.6,11.75,1.3,12.35,13.65,10,10,13.3,13,1.05,LEFT,1.3,1.3,OK,
지하철,3,6,0.35,0.3,0.65,11.75,1.3,12.4,13.7,9,9,11.9,13.05,0.35,RIGHT,1.3,1.3,OK,
지하철,3,6,0.35,0.3,0.65,11.75,1.3,12.4,13.7,10,10,13.3,13.05,1.225,LEFT,1.3,1.3,OK,
지하철,3,6,0.35,0.35,0.7,11.75,1.3,12.45,13.75,9,9,11.9,13.1,0.175,RIGHT,1.3,1.3,OK,
지하철,3,6,0.35,0.35,0.7,11.75,1.3,12.45,13.75,10,10,13.3,13.1,1.225,LEFT,1.3,1.3,OK,
지하철,3,5,0.525,-0.35,0.175,11.75,1.3,11.925,13.225,9,9,11.9,12.575,0.7,RIGHT,1.3,1.3,OK,
지하철,3,5,0.525,-0.35,0.175,11.75,1.3,11.925,13.225,10,10,13.3,12.575,0.7,LEFT,1.3,1.3,OK,
지하철,3,5,0.525,-0.3,0.225,11.75,1.3,11.975,13.275,9,9,11.9,12.625,0.7,RIGHT,1.3,1.3,OK,
지하철,3,5,0.525,-0.3,0.225,11.75,1.3,11.975,13.275,10,10,13.3,12.625,0.7,LEFT,1.3,1.3,OK,
지하철,3,5,0.525,-0.25,0.275,11.75,1.3,12.025,13.325,9,9,11.9,12.675,0.7,RIGHT,1.3,1.3,OK,
지하철,3,5,0.525,-0.25,0.275,11.75,1.3,12.025,13.325,10,10,13.3,12.675,0.875,LEFT,1.3,1.3,OK,
지하철,3,5,0.525,-0.2,0.325,11.75,1.3,12.075,13.375,9,9,11.9,12.725,0.525,RIGHT,1.3,1.3,OK,
지하철,3,5,0.525,-0.2,0.325,11.75,1.3,12.075,13.375,10,10,13.3,12.725,0.875,LEFT,1.3,1.3,OK,
지하철,3,5,0.525,-0.15,0.375,11.75,1.3,12.125,13.425,9,9,11.9,12.775,0.525,RIGHT,1.3,1.3,OK,
지하철,3,5,0.525,-0.15,0.375,11.75,1.3,12.125,13.425,10,10,13.3,12.775,0.875,LEFT,1.3,1.3,OK,
지하철,3,5,0.525,-0.1,0.425,11.75,1.3,12.175,13.475,9,9,11.9,12.825,0.525,RIGHT,1.3,1.3,OK,
지하철,3,5,0.525,-0.1,0.425,11.75,1.3,12.175,13.475,10,10,13.3,12.825,0.875,LEFT,1.3,1.3,OK,
지하철,3,5,0.525,-0.05,0.475,11.75,1.3,12.225,13.525,9,9,11.9,12.875,0.525,RIGHT,1.3,1.3,OK,
지하철,3,5,0.525,-0.05,0.475,11.75,1.3,12.225,13.525,10,10,13.3,12.875,1.05,LEFT,1.3,1.3,OK,
지하철,3,5,0.525,0,0.525,11.75,1.3,12.275,13.575,9,9,11.9,12.925,0.35,RIGHT,1.3,1.3,OK,
지하철,3,5,0.525,0,0.525,11.75,1.3,12.275,13.575,10,10,13.3,12.925,1.05,LEFT,1.3,1.3,OK,
지하철,3,5,0.525,0.05,0.575,11.75,1.3,12.325,13.625,9,9,11.9,12.975,0.35,RIGHT,1.3,1.3,OK,
지하철,3,5,0.525,0.05,0.575,11.75,1.3,12.325,13.625,10,10,13.3,12.975,1.05,LEFT,1.3,1.3,OK,
지하철,3,5,0.525,0.1,0.625,11.75,1.3,12.375,13.675,9,9,11.9,13.025,0.35,RIGHT,1.3,1.3,OK,
지하철,3,5,0.525,0.1,0.625,11.75,1.3,12.375,13.675,10,10,13.3,13.025,1.225,LEFT,1.3,1.3,OK,
지하철,3,5,0.525,0.15,0.675,11.75,1.3,12.425,13.725,9,9,11.9,13.075,0.175,RIGHT,1.3,1.3,OK,
지하철,3,5,0.525,0.15,0.675,11.75,1.3,12.425,13.725,10,10,13.3,13.075,1.225,LEFT,1.3,1.3,OK,
지하철,3,5,0.525,0.2,0.725,11.75,1.3,12.475,13.775,9,9,11.9,13.125,0.175,RIGHT,1.3,1.3,OK,
지하철,3,5,0.525,0.2,0.725,11.75,1.3,12.475,13.775,10,10,13.3,13.125,1.225,LEFT,1.3,1.3,OK,
지하철,3,5,0.525,0.25,0.775,11.75,1.3,12.525,13.825,9,9,11.9,13.175,0.175,RIGHT,1.3,1.3,OK,
지하철,3,5,0.525,0.25,0.775,11.75,1.3,12.525,13.825,10,10,13.3,13.175,1.225,LEFT,1.3,1.3,OK,
지하철,3,5,0.525,0.3,0.825,11.75,1.3,12.575,13.875,9,9,11.9,13.225,0.175,RIGHT,1.3,1.3,OK,
지하철,3,5,0.525,0.3,0.825,11.75,1.3,12.575,13.875,10,10,13.3,13.225,1.4,LEFT,1.3,1.3,OK,
지하철,3,5,0.525,0.35,0.875,11.75,1.3,12.625,13.925,10,10,13.3,13.275,1.4,LEFT,1.3,1.3,OK,
지하철,3,4,0.7,-0.35,0.35,11.75,1.3,12.1,13.4,9,9,11.9,12.75,0.525,RIGHT,1.3,1.3,OK,
지하철,3,4,0.7,-0.35,0.35,11.75,1.3,12.1,13.4,10,10,13.3,12.75,0.875,LEFT,1.3,1.3,OK,
지하철,3,4,0.7,-0.3,0.4,11.75,1.3,12.15,13.45,9,9,11.9,12.8,0.525,RIGHT,1.3,1.3,OK,
지하철,3,4,0.7,-0.3,0.4,11.75,1.3,12.15,13.45,10,10,13.3,12.8,0.875,LEFT,1.3,1.3,OK,
지하철,3,4,0.7,-0.25,0.45,11.75,1.3,12.2,13.5,9,9,11.9,12.85,0.525,RIGHT,1.3,1.3,OK,
지하철,3,4,0.7,-0.25,0.45,11.75,1.3,12.2,13.5,10,10,13.3,12.85,1.05,LEFT,1.3,1.3,OK,
지하철,3,4,0.7,-0.2,0.5,11.75,1.3,12.25,13.55,9,9,11.9,12.9,0.35,RIGHT,1.3,1.3,OK,
지하철,3,4,0.7,-0.2,0.5,11.75,1.3,12.25,13.55,10,10,13.3,12.9,1.05,LEFT,1.3,1.3,OK,
지하철,3,4,0.7,-0.15,0.55,11.75,1.3,12.3,13.6,9,9,11.9,12.95,0.35,RIGHT,1.3,1.3,OK,
지하철,3,4,0.7,-0.15,0.55,11.75,1.3,12.3,13.6,10,10,13.3,12.95,1.05,LEFT,1.3,1.3,OK,
지하철,3,4,0.7,-0.1,0.6,11.75,1.3,12.35,13.65,9,9,11.9,13,0.35,RIGHT,1.3,1.3,OK,
지하철,3,4,0.7,-0.1,0.6,11.75,1.3,12.35,13.65,10,10,13.3,13,1.05,LEFT,1.3,1.3,OK,
지하철,3,4,0.7,-0.05,0.65,11.75,1.3,12.4,13.7,9,9,11.9,13.05,0.35,RIGHT,1.3,1.3,OK,
지하철,3,4,0.7,-0.05,0.65,11.75,1.3,12.4,13.7,10,10,13.3,13.05,1.225,LEFT,1.3,1.3,OK,
지하철,3,4,0.7,0,0.7,11.75,1.3,12.45,13.75,9,9,11.9,13.1,0.175,RIGHT,1.3,1.3,OK,
지하철,3,4,0.7,0,0.7,11.75,1.3,12.45,13.75,10,10,13.3,13.1,1.225,LEFT,1.3,1.3,OK,
지하철,3,4,0.7,0.05,0.75,11.75,1.3,12.5,13.8,9,9,11.9,13.15,0.175,RIGHT,1.3,1.3,OK,
지하철,3,4,0.7,0.05,0.75,11.75,1.3,12.5,13.8,10,10,13.3,13.15,1.225,LEFT,1.3,1.3,OK,
지하철,3,4,0.7,0.1,0.8,11.75,1.3,12.55,13.85,9,9,11.9,13.2,0.175,RIGHT,1.3,1.3,OK,
지하철,3,4,0.7,0.1,0.8,11.75,1.3,12.55,13.85,10,10,13.3,13.2,1.4,LEFT,1.3,1.3,OK,
지하철,3,4,0.7,0.15,0.85,11.75,1.3,12.6,13.9,10,10,13.3,13.25,1.4,LEFT,1.3,1.3,OK,
지하철,3,4,0.7,0.2,0.9,11.75,1.3,12.65,13.95,10,10,13.3,13.3,1.4,RIGHT,1.3,1.3,OK,
지하철,3,4,0.7,0.25,0.95,11.75,1.3,12.7,14,10,10,13.3,13.35,1.4,RIGHT,1.3,1.3,OK,
지하철,3,4,0.7,0.3,1,11.75,1.3,12.75,14.05,10,10,13.3,13.4,1.4,RIGHT,1.3,1.3,OK,
지하철,3,4,0.7,0.3,1,11.75,1.3,12.75,14.05,11,11,14.7,13.4,0.175,LEFT,1.3,1.3,OK,
지하철,3,4,0.7,0.35,1.05,11.75,1.3,12.8,14.1,10,10,13.3,13.45,1.225,RIGHT,1.3,1.3,OK,
지하철,3,4,0.7,0.35,1.05,11.75,1.3,12.8,14.1,11,11,14.7,13.45,0.175,LEFT,1.3,1.3,OK,
지하철,3,3,0.875,-0.35,0.525,11.75,1.3,12.275,13.575,9,9,11.9,12.925,0.35,RIGHT,1.3,1.3,OK,
지하철,3,3,0.875,-0.35,0.525,11.75,1.3,12.275,13.575,10,10,13.3,12.925,1.05,LEFT,1.3,1.3,OK,
지하철,3,3,0.875,-0.3,0.575,11.75,1.3,12.325,13.625,9,9,11.9,12.975,0.35,RIGHT,1.3,1.3,OK,
지하철,3,3,0.875,-0.3,0.575,11.75,1.3,12.325,13.625,10,10,13.3,12.975,1.05,LEFT,1.3,1.3,OK,
지하철,3,3,0.875,-0.25,0.625,11.75,1.3,12.375,13.675,9,9,11.9,13.025,0.35,RIGHT,1.3,1.3,OK,
지하철,3,3,0.875,-0.25,0.625,11.75,1.3,12.375,13.675,10,10,13.3,13.025,1.225,LEFT,1.3,1.3,OK,
지하철,3,3,0.875,-0.2,0.675,11.75,1.3,12.425,13.725,9,9,11.9,13.075,0.175,RIGHT,1.3,1.3,OK,
지하철,3,3,0.875,-0.2,0.675,11.75,1.3,12.425,13.725,10,10,13.3,13.075,1.225,LEFT,1.3,1.3,OK,
지하철,3,3,0.875,-0.15,0.725,11.75,1.3,12.475,13.775,9,9,11.9,13.125,0.175,RIGHT,1.3,1.3,OK,
지하철,3,3,0.875,-0.15,0.725,11.75,1.3,12.475,13.775,10,10,13.3,13.125,1.225,LEFT,1.3,1.3,OK,
지하철,3,3,0.875,-0.1,0.775,11.75,1.3,12.525,13.825,9,9,11.9,13.175,0.175,RIGHT,1.3,1.3,OK,
지하철,3,3,0.875,-0.1,0.775,11.75,1.3,12.525,13.825,10,10,13.3,13.175,1.225,LEFT,1.3,1.3,OK,
지하철,3,3,0.875,-0.05,0.825,11.75,1.3,12.575,13.875,9,9,11.9,13.225,0.175,RIGHT,1.3,1.3,OK,
지하철,3,3,0.875,-0.05,0.825,11.75,1.3,12.575,13.875,10,10,13.3,13.225,1.4,LEFT,1.3,1.3,OK,
지하철,3,3,0.875,0,0.875,11.75,1.3,12.625,13.925,10,10,13.3,13.275,1.4,LEFT,1.3,1.3,OK,
지하철,3,3,0.875,0.05,0.925,11.75,1.3,12.675,13.975,10,10,13.3,13.325,1.4,RIGHT,1.3,1.3,OK,
지하철,3,3,0.875,0.1,0.975,11.75,1.3,12.725,14.025,10,10,13.3,13.375,1.4,RIGHT,1.3,1.3,OK,
지하철,3,3,0.875,0.1,0.975,11.75,1.3,12.725,14.025,11,11,14.7,13.375,0.175,LEFT,1.3,1.3,OK,
지하철,3,3,0.875,0.15,1.025,11.75,1.3,12.775,14.075,10,10,13.3,13.425,1.225,RIGHT,1.3,1.3,OK,
지하철,3,3,0.875,0.15,1.025,11.75,1.3,12.775,14.075,11,11,14.7,13.425,0.175,LEFT,1.3,1.3,OK,
지하철,3,3,0.875,0.2,1.075,11.75,1.3,12.825,14.125,10,10,13.3,13.475,1.225,RIGHT,1.3,1.3,OK,
지하철,3,3,0.875,0.2,1.075,11.75,1.3,12.825,14.125,11,11,14.7,13.475,0.175,LEFT,1.3,1.3,OK,
지하철,3,3,0.875,0.25,1.125,11.75,1.3,12.875,14.175,10,10,13.3,13.525,1.225,RIGHT,1.3,1.3,OK,
지하철,3,3,0.875,0.25,1.125,11.75,1.3,12.875,14.175,11,11,14.7,13.525,0.175,LEFT,1.3,1.3,OK,
지하철,3,3,0.875,0.3,1.175,11.75,1.3,12.925,14.225,10,10,13.3,13.575,1.225,RIGHT,1.3,1.3,OK,
지하철,3,3,0.875,0.3,1.175,11.75,1.3,12.925,14.225,11,11,14.7,13.575,0.35,LEFT,1.3,1.3,OK,
지하철,3,3,0.875,0.35,1.225,11.75,1.3,12.975,14.275,10,10,13.3,13.625,1.05,RIGHT,1.3,1.3,OK,
지하철,3,3,0.875,0.35,1.225,11.75,1.3,12.975,14.275,11,11,14.7,13.625,0.35,LEFT,1.3,1.3,OK,
지하철,3,2,1.05,-0.35,0.7,11.75,1.3,12.45,13.75,9,9,11.9,13.1,0.175,RIGHT,1.3,1.3,OK,
지하철,3,2,1.05,-0.35,0.7,11.75,1.3,12.45,13.75,10,10,13.3,13.1,1.225,LEFT,1.3,1.3,OK,
지하철,3,2,1.05,-0.3,0.75,11.75,1.3,12.5,13.8,9,9,11.9,13.15,0.175,RIGHT,1.3,1.3,OK,
지하철,3,2,1.05,-0.3,0.75,11.75,1.3,12.5,13.8,10,10,13.3,13.15,1.225,LEFT,1.3,1.3,OK,
지하철,3,2,1.05,-0.25,0.8,11.75,1.3,12.55,13.85,9,9,11.9,13.2,0.175,RIGHT,1.3,1.3,OK,
지하철,3,2,1.05,-0.25,0.8,11.75,1.3,12.55,13.85,10,10,13.3,13.2,1.4,LEFT,1.3,1.3,OK,
지하철,3,2,1.05,-0.2,0.85,11.75,1.3,12.6,13.9,10,10,13.3,13.25,1.4,LEFT,1.3,1.3,OK,
지하철,3,2,1.05,-0.15,0.9,11.75,1.3,12.65,13.95,10,10,13.3,13.3,1.4,RIGHT,1.3,1.3,OK,
지하철,3,2,1.05,-0.1,0.95,11.75,1.3,12.7,14,10,10,13.3,13.35,1.4,RIGHT,1.3,1.3,OK,
지하철,3,2,1.05,-0.05,1,11.75,1.3,12.75,14.05,10,10,13.3,13.4,1.4,RIGHT,1.3,1.3,OK,
지하철,3,2,1.05,-0.05,1,11.75,1.3,12.75,14.05,11,11,14.7,13.4,0.175,LEFT,1.3,1.3,OK,
지하철,3,2,1.05,0,1.05,11.75,1.3,12.8,14.1,10,10,13.3,13.45,1.225,RIGHT,1.3,1.3,OK,
지하철,3,2,1.05,0,1.05,11.75,1.3,12.8,14.1,11,11,14.7,13.45,0.175,LEFT,1.3,1.3,OK,
지하철,3,2,1.05,0.05,1.1,11.75,1.3,12.85,14.15,10,10,13.3,13.5,1.225,RIGHT,1.3,1.3,OK,
지하철,3,2,1.05,0.05,1.1,11.75,1.3,12.85,14.15,11,11,14.7,13.5,0.175,LEFT,1.3,1.3,OK,
지하철,3,2,1.05,0.1,1.15,11.75,1.3,12.9,14.2,10,10,13.3,13.55,1.225,RIGHT,1.3,1.3,OK,
지하철,3,2,1.05,0.1,1.15,11.75,1.3,12.9,14.2,11,11,14.7,13.55,0.35,LEFT,1.3,1.3,OK,
지하철,3,2,1.05,0.15,1.2,11.75,1.3,12.95,14.25,10,10,13.3,13.6,1.05,RIGHT,1.3,1.3,OK,
지하철,3,2,1.05,0.15,1.2,11.75,1.3,12.95,14.25,11,11,14.7,13.6,0.35,LEFT,1.3,1.3,OK,
지하철,3,2,1.05,0.2,1.25,11.75,1.3,13,14.3,10,10,13.3,13.65,1.05,RIGHT,1.3,1.3,OK,
지하철,3,2,1.05,0.2,1.25,11.75,1.3,13,14.3,11,11,14.7,13.65,0.35,LEFT,1.3,1.3,OK,
지하철,3,2,1.05,0.25,1.3,11.75,1.3,13.05,14.35,10,10,13.3,13.7,1.05,RIGHT,1.3,1.3,OK,
지하철,3,2,1.05,0.25,1.3,11.75,1.3,13.05,14.35,11,11,14.7,13.7,0.35,LEFT,1.3,1.3,OK,
지하철,3,2,1.05,0.3,1.35,11.75,1.3,13.1,14.4,10,10,13.3,13.75,1.05,RIGHT,1.3,1.3,OK,
지하철,3,2,1.05,0.3,1.35,11.75,1.3,13.1,14.4,11,11,14.7,13.75,0.525,LEFT,1.3,1.3,OK,
지하철,3,2,1.05,0.35,1.4,11.75,1.3,13.15,14.45,10,10,13.3,13.8,0.875,RIGHT,1.3,1.3,OK,
지하철,3,2,1.05,0.35,1.4,11.75,1.3,13.15,14.45,11,11,14.7,13.8,0.525,LEFT,1.3,1.3,OK,
지하철,3,1,1.225,-0.35,0.875,11.75,1.3,12.625,13.925,10,10,13.3,13.275,1.4,LEFT,1.3,1.3,OK,
지하철,3,1,1.225,-0.3,0.925,11.75,1.3,12.675,13.975,10,10,13.3,13.325,1.4,RIGHT,1.3,1.3,OK,
지하철,3,1,1.225,-0.25,0.975,11.75,1.3,12.725,14.025,10,10,13.3,13.375,1.4,RIGHT,1.3,1.3,OK,
지하철,3,1,1.225,-0.25,0.975,11.75,1.3,12.725,14.025,11,11,14.7,13.375,0.175,LEFT,1.3,1.3,OK,
지하철,3,1,1.225,-0.2,1.025,11.75,1.3,12.775,14.075,10,10,13.3,13.425,1.225,RIGHT,1.3,1.3,OK,
지하철,3,1,1.225,-0.2,1.025,11.75,1.3,12.775,14.075,11,11,14.7,13.425,0.175,LEFT,1.3,1.3,OK,
지하철,3,1,1.225,-0.15,1.075,11.75,1.3,12.825,14.125,10,10,13.3,13.475,1.225,RIGHT,1.3,1.3,OK,
지하철,3,1,1.225,-0.15,1.075,11.75,1.3,12.825,14.125,11,11,14.7,13.475,0.175,LEFT,1.3,1.3,OK,
지하철,3,1,1.225,-0.1,1.125,11.75,1.3,12.875,14.175,10,10,13.3,13.525,1.225,RIGHT,1.3,1.3,OK,
지하철,3,1,1.225,-0.1,1.125,11.75,1.3,12.875,14.175,11,11,14.7,13.525,0.175,LEFT,1.3,1.3,OK,
지하철,3,1,1.225,-0.05,1.175,11.75,1.3,12.925,14.225,10,10,13.3,13.575,1.225,RIGHT,1.3,1.3,OK,
지하철,3,1,1.225,-0.05,1.175,11.75,1.3,12.925,14.225,11,11,14.7,13.575,0.35,LEFT,1.3,1.3,OK,
지하철,3,1,1.225,0,1.225,11.75,1.3,12.975,14.275,10,10,13.3,13.625,1.05,RIGHT,1.3,1.3,OK,
지하철,3,1,1.225,0,1.225,11.75,1.3,12.975,14.275,11,11,14.7,13.625,0.35,LEFT,1.3,1.3,OK,
지하철,3,1,1.225,0.05,1.275,11.75,1.3,13.025,14.325,10,10,13.3,13.675,1.05,RIGHT,1.3,1.3,OK,
지하철,3,1,1.225,0.05,1.275,11.75,1.3,13.025,14.325,11,11,14.7,13.675,0.35,LEFT,1.3,1.3,OK,
지하철,3,1,1.225,0.1,1.325,11.75,1.3,13.075,14.375,10,10,13.3,13.725,1.05,RIGHT,1.3,1.3,OK,
지하철,3,1,1.225,0.1,1.325,11.75,1.3,13.075,14.375,11,11,14.7,13.725,0.525,LEFT,1.3,1.3,OK,
지하철,3,1,1.225,0.15,1.375,11.75,1.3,13.125,14.425,10,10,13.3,13.775,0.875,RIGHT,1.3,1.3,OK,
지하철,3,1,1.225,0.15,1.375,11.75,1.3,13.125,14.425,11,11,14.7,13.775,0.525,LEFT,1.3,1.3,OK,
지하철,3,1,1.225,0.2,1.425,11.75,1.3,13.175,14.475,10,10,13.3,13.825,0.875,RIGHT,1.3,1.3,OK,
지하철,3,1,1.225,0.2,1.425,11.75,1.3,13.175,14.475,11,11,14.7,13.825,0.525,LEFT,1.3,1.3,OK,
지하철,3,1,1.225,0.25,1.475,11.75,1.3,13.225,14.525,10,10,13.3,13.875,0.875,RIGHT,1.3,1.3,OK,
지하철,3,1,1.225,0.25,1.475,11.75,1.3,13.225,14.525,11,11,14.7,13.875,0.525,LEFT,1.3,1.3,OK,
지하철,3,1,1.225,0.3,1.525,11.75,1.3,13.275,14.575,10,10,13.3,13.925,0.875,RIGHT,1.3,1.3,OK,
지하철,3,1,1.225,0.3,1.525,11.75,1.3,13.275,14.575,11,11,14.7,13.925,0.7,LEFT,1.3,1.3,OK,
지하철,3,1,1.225,0.35,1.575,11.75,1.3,13.325,14.625,10,10,13.3,13.975,0.7,RIGHT,1.3,1.3,OK,
지하철,3,1,1.225,0.35,1.575,11.75,1.3,13.325,14.625,11,11,14.7,13.975,0.7,LEFT,1.3,1.3,OK,
지하철,4,8,0,-0.35,-0.35,16.55,1.3,16.2,17.5,12,12,16.1,16.85,0.7,RIGHT,1.3,1.3,OK,
지하철,4,8,0,-0.35,-0.35,16.55,1.3,16.2,17.5,13,13,17.5,16.85,0.7,LEFT,1.3,1.3,OK,
지하철,4,8,0,-0.3,-0.3,16.55,1.3,16.25,17.55,12,12,16.1,16.9,0.7,RIGHT,1.3,1.3,OK,
지하철,4,8,0,-0.3,-0.3,16.55,1.3,16.25,17.55,13,13,17.5,16.9,0.875,LEFT,1.3,1.3,OK,
지하철,4,8,0,-0.25,-0.25,16.55,1.3,16.3,17.6,12,12,16.1,16.95,0.525,RIGHT,1.3,1.3,OK,
지하철,4,8,0,-0.25,-0.25,16.55,1.3,16.3,17.6,13,13,17.5,16.95,0.875,LEFT,1.3,1.3,OK,
지하철,4,8,0,-0.2,-0.2,16.55,1.3,16.35,17.65,12,12,16.1,17,0.525,RIGHT,1.3,1.3,OK,
지하철,4,8,0,-0.2,-0.2,16.55,1.3,16.35,17.65,13,13,17.5,17,0.875,LEFT,1.3,1.3,OK,
지하철,4,8,0,-0.15,-0.15,16.55,1.3,16.4,17.7,12,12,16.1,17.05,0.525,RIGHT,1.3,1.3,OK,
지하철,4,8,0,-0.15,-0.15,16.55,1.3,16.4,17.7,13,13,17.5,17.05,1.05,LEFT,1.3,1.3,OK,
지하철,4,8,0,-0.1,-0.1,16.55,1.3,16.45,17.75,12,12,16.1,17.1,0.35,RIGHT,1.3,1.3,OK,
지하철,4,8,0,-0.1,-0.1,16.55,1.3,16.45,17.75,13,13,17.5,17.1,1.05,LEFT,1.3,1.3,OK,
