Train Type,Door No.,Case,Case Offset (m),Stop Error (m),Front Ref Position (m),Base Door Start (m),Door Width (m),Actual Door Start (m),Actual Door End (m),Open Unit Start,Open Unit End,Selected Unit Center (m),Door Center (m),Move Distance (m),Direction,Effective Opening Width (m),Min Required Width (m),Valid?,Command
GTX-A,3,4,0.7,-0.05,0.65,15.661,1.3,16.311,17.611,5,5,17.5,16.961,0.875,LEFT,1.3,1.3,OK,
GTX-A,3,4,0.7,0,0.7,15.661,1.3,16.361,17.661,4,4,16.1,17.011,0.525,RIGHT,1.3,1.3,OK,
GTX-A,3,4,0.7,0,0.7,15.661,1.3,16.361,17.661,5,5,17.5,17.011,0.875,LEFT,1.3,1.3,OK,
GTX-A,3,4,0.7,0.05,0.75,15.661,1.3,16.411,17.711,4,4,16.1,17.061,0.525,RIGHT,1.3,1.3,OK,
GTX-A,3,4,0.7,0.05,0.75,15.661,1.3,16.411,17.711,5,5,17.5,17.061,1.05,LEFT,1.3,1.3,OK,
GTX-A,3,4,0.7,0.1,0.8,15.661,1.3,16.461,17.761,4,4,16.1,17.111,0.35,RIGHT,1.3,1.3,OK,
GTX-A,3,4,0.7,0.1,0.8,15.661,1.3,16.461,17.761,5,5,17.5,17.111,1.05,LEFT,1.3,1.3,OK,
GTX-A,3,4,0.7,0.15,0.85,15.661,1.3,16.511,17.811,4,4,16.1,17.161,0.35,RIGHT,1.3,1.3,OK,
GTX-A,3,4,0.7,0.15,0.85,15.661,1.3,16.511,17.811,5,5,17.5,17.161,1.05,LEFT,1.3,1.3,OK,
GTX-A,3,4,0.7,0.2,0.9,15.661,1.3,16.561,17.861,4,4,16.1,17.211,0.35,RIGHT,1.3,1.3,OK,
GTX-A,3,4,0.7,0.2,0.9,15.661,1.3,16.561,17.861,5,5,17.5,17.211,1.225,LEFT,1.3,1.3,OK,
GTX-A,3,4,0.7,0.25,0.95,15.661,1.3,16.611,17.911,4,4,16.1,17.261,0.35,RIGHT,1.3,1.3,OK,
GTX-A,3,4,0.7,0.25,0.95,15.661,1.3,16.611,17.911,5,5,17.5,17.261,1.225,LEFT,1.3,1.3,OK,
GTX-A,3,4,0.7,0.3,1,15.661,1.3,16.661,17.961,4,4,16.1,17.311,0.175,RIGHT,1.3,1.3,OK,
GTX-A,3,4,0.7,0.3,1,15.661,1.3,16.661,17.961,5,5,17.5,17.311,1.225,LEFT,1.3,1.3,OK,
GTX-A,3,4,0.7,0.35,1.05,15.661,1.3,16.711,18.011,4,4,16.1,17.361,0.175,RIGHT,1.3,1.3,OK,
GTX-A,3,4,0.7,0.35,1.05,15.661,1.3,16.711,18.011,5,5,17.5,17.361,1.225,LEFT,1.3,1.3,OK,
GTX-A,3,3,0.875,-0.35,0.525,15.661,1.3,16.186,17.486,4,4,16.1,16.836,0.7,RIGHT,1.3,1.3,OK,
GTX-A,3,3,0.875,-0.35,0.525,15.661,1.3,16.186,17.486,5,5,17.5,16.836,0.7,LEFT,1.3,1.3,OK,
GTX-A,3,3,0.875,-0.3,0.575,15.661,1.3,16.236,17.536,4,4,16.1,16.886,0.7,RIGHT,1.3,1.3,OK,
GTX-A,3,3,0.875,-0.3,0.575,15.661,1.3,16.236,17.536,5,5,17.5,16.886,0.875,LEFT,1.3,1.3,OK,
GTX-A,3,3,0.875,-0.25,0.625,15.661,1.3,16.286,17.586,4,4,16.1,16.936,0.525,RIGHT,1.3,1.3,OK,
GTX-A,3,3,0.875,-0.25,0.625,15.661,1.3,16.286,17.586,5,5,17.5,16.936,0.875,LEFT,1.3,1.3,OK,
GTX-A,3,3,0.875,-0.2,0.675,15.661,1.3,16.336,17.636,4,4,16.1,16.986,0.525,RIGHT,1.3,1.3,OK,
GTX-A,3,3,0.875,-0.2,0.675,15.661,1.3,16.336,17.636,5,5,17.5,16.986,0.875,LEFT,1.3,1.3,OK,
GTX-A,3,3,0.875,-0.15,0.725,15.661,1.3,16.386,17.686,4,4,16.1,17.036,0.525,RIGHT,1.3,1.3,OK,
GTX-A,3,3,0.875,-0.15,0.725,15.661,1.3,16.386,17.686,5,5,17.5,17.036,1.05,LEFT,1.3,1.3,OK,
GTX-A,3,3,0.875,-0.1,0.775,15.661,1.3,16.436,17.736,4,4,16.1,17.086,0.525,RIGHT,1.3,1.3,OK,
GTX-A,3,3,0.875,-0.1,0.775,15.661,1.3,16.436,17.736,5,5,17.5,17.086,1.05,LEFT,1.3,1.3,OK,
GTX-A,3,3,0.875,-0.05,0.825,15.661,1.3,16.486,17.786,4,4,16.1,17.136,0.35,RIGHT,1.3,1.3,OK,
GTX-A,3,3,0.875,-0.05,0.825,15.661,1.3,16.486,17.786,5,5,17.5,17.136,1.05,LEFT,1.3,1.3,OK,
GTX-A,3,3,0.875,0,0.875,15.661,1.3,16.536,17.836,4,4,16.1,17.186,0.35,RIGHT,1.3,1.3,OK,
GTX-A,3,3,0.875,0,0.875,15.661,1.3,16.536,17.836,5,5,17.5,17.186,1.05,LEFT,1.3,1.3,OK,
GTX-A,3,3,0.875,0.05,0.925,15.661,1.3,16.586,17.886,4,4,16.1,17.236,0.35,RIGHT,1.3,1.3,OK,
GTX-A,3,3,0.875,0.05,0.925,15.661,1.3,16.586,17.886,5,5,17.5,17.236,1.225,LEFT,1.3,1.3,OK,
GTX-A,3,3,0.875,0.1,0.975,15.661,1.3,16.636,17.936,4,4,16.1,17.286,0.175,RIGHT,1.3,1.3,OK,
GTX-A,3,3,0.875,0.1,0.975,15.661,1.3,16.636,17.936,5,5,17.5,17.286,1.225,LEFT,1.3,1.3,OK,
GTX-A,3,3,0.875,0.15,1.025,15.661,1.3,16.686,17.986,4,4,16.1,17.336,0.175,RIGHT,1.3,1.3,OK,
GTX-A,3,3,0.875,0.15,1.025,15.661,1.3,16.686,17.986,5,5,17.5,17.336,1.225,LEFT,1.3,1.3,OK,
GTX-A,3,3,0.875,0.2,1.075,15.661,1.3,16.736,18.036,4,4,16.1,17.386,0.175,RIGHT,1.3,1.3,OK,
GTX-A,3,3,0.875,0.2,1.075,15.661,1.3,16.736,18.036,5,5,17.5,17.386,1.4,LEFT,1.3,1.3,OK,
GTX-A,3,3,0.875,0.25,1.125,15.661,1.3,16.786,18.086,4,4,16.1,17.436,0.175,RIGHT,1.3,1.3,OK,
GTX-A,3,3,0.875,0.25,1.125,15.661,1.3,16.786,18.086,5,5,17.5,17.436,1.4,LEFT,1.3,1.3,OK,
GTX-A,3,3,0.875,0.3,1.175,15.661,1.3,16.836,18.136,5,5,17.5,17.486,1.4,LEFT,1.3,1.3,OK,
GTX-A,3,3,0.875,0.35,1.225,15.661,1.3,16.886,18.186,5,5,17.5,17.536,1.4,RIGHT,1.3,1.3,OK,
GTX-A,3,2,1.05,-0.35,0.7,15.661,1.3,16.361,17.661,4,4,16.1,17.011,0.525,RIGHT,1.3,1.3,OK,
GTX-A,3,2,1.05,-0.35,0.7,15.661,1.3,16.361,17.661,5,5,17.5,17.011,0.875,LEFT,1.3,1.3,OK,
GTX-A,3,2,1.05,-0.3,0.75,15.661,1.3,16.411,17.711,4,4,16.1,17.061,0.525,RIGHT,1.3,1.3,OK,
GTX-A,3,2,1.05,-0.3,0.75,15.661,1.3,16.411,17.711,5,5,17.5,17.061,1.05,LEFT,1.3,1.3,OK,
GTX-A,3,2,1.05,-0.25,0.8,15.661,1.3,16.461,17.761,4,4,16.1,17.111,0.35,RIGHT,1.3,1.3,OK,
GTX-A,3,2,1.05,-0.25,0.8,15.661,1.3,16.461,17.761,5,5,17.5,17.111,1.05,LEFT,1.3,1.3,OK,
GTX-A,3,2,1.05,-0.2,0.85,15.661,1.3,16.511,17.811,4,4,16.1,17.161,0.35,RIGHT,1.3,1.3,OK,
GTX-A,3,2,1.05,-0.2,0.85,15.661,1.3,16.511,17.811,5,5,17.5,17.161,1.05,LEFT,1.3,1.3,OK,
GTX-A,3,2,1.05,-0.15,0.9,15.661,1.3,16.561,17.861,4,4,16.1,17.211,0.35,RIGHT,1.3,1.3,OK,
GTX-A,3,2,1.05,-0.15,0.9,15.661,1.3,16.561,17.861,5,5,17.5,17.211,1.225,LEFT,1.3,1.3,OK,
GTX-A,3,2,1.05,-0.1,0.95,15.661,1.3,16.611,17.911,4,4,16.1,17.261,0.35,RIGHT,1.3,1.3,OK,
GTX-A,3,2,1.05,-0.1,0.95,15.661,1.3,16.611,17.911,5,5,17.5,17.261,1.225,LEFT,1.3,1.3,OK,
GTX-A,3,2,1.05,-0.05,1,15.661,1.3,16.661,17.961,4,4,16.1,17.311,0.175,RIGHT,1.3,1.3,OK,
GTX-A,3,2,1.05,-0.05,1,15.661,1.3,16.661,17.961,5,5,17.5,17.311,1.225,LEFT,1.3,1.3,OK,
GTX-A,3,2,1.05,0,1.05,15.661,1.3,16.711,18.011,4,4,16.1,17.361,0.175,RIGHT,1.3,1.3,OK,
GTX-A,3,2,1.05,0,1.05,15.661,1.3,16.711,18.011,5,5,17.5,17.361,1.225,LEFT,1.3,1.3,OK,
GTX-A,3,2,1.05,0.05,1.1,15.661,1.3,16.761,18.061,4,4,16.1,17.411,0.175,RIGHT,1.3,1.3,OK,
GTX-A,3,2,1.05,0.05,1.1,15.661,1.3,16.761,18.061,5,5,17.5,17.411,1.4,LEFT,1.3,1.3,OK,
GTX-A,3,2,1.05,0.1,1.15,15.661,1.3,16.811,18.111,5,5,17.5,17.461,1.4,LEFT,1.3,1.3,OK,
GTX-A,3,2,1.05,0.15,1.2,15.661,1.3,16.861,18.161,5,5,17.5,17.511,1.4,RIGHT,1.3,1.3,OK,
GTX-A,3,2,1.05,0.2,1.25,15.661,1.3,16.911,18.211,5,5,17.5,17.561,1.4,RIGHT,1.3,1.3,OK,
GTX-A,3,2,1.05,0.2,1.25,15.661,1.3,16.911,18.211,6,6,18.9,17.561,0.175,LEFT,1.3,1.3,OK,
GTX-A,3,2,1.05,0.25,1.3,15.661,1.3,16.961,18.261,5,5,17.5,17.611,1.4,RIGHT,1.3,1.3,OK,
GTX-A,3,2,1.05,0.25,1.3,15.661,1.3,16.961,18.261,6,6,18.9,17.611,0.175,LEFT,1.3,1.3,OK,
GTX-A,3,2,1.05,0.3,1.35,15.661,1.3,17.011,18.311,5,5,17.5,17.661,1.225,RIGHT,1.3,1.3,OK,
GTX-A,3,2,1.05,0.3,1.35,15.661,1.3,17.011,18.311,6,6,18.9,17.661,0.175,LEFT,1.3,1.3,OK,
GTX-A,3,2,1.05,0.35,1.4,15.661,1.3,17.061,18.361,5,5,17.5,17.711,1.225,RIGHT,1.3,1.3,OK,
GTX-A,3,2,1.05,0.35,1.4,15.661,1.3,17.061,18.361,6,6,18.9,17.711,0.175,LEFT,1.3,1.3,OK,
GTX-A,3,1,1.225,-0.35,0.875,15.661,1.3,16.536,17.836,4,4,16.1,17.186,0.35,RIGHT,1.3,1.3,OK,
GTX-A,3,1,1.225,-0.35,0.875,15.661,1.3,16.536,17.836,5,5,17.5,17.186,1.05,LEFT,1.3,1.3,OK,
GTX-A,3,1,1.225,-0.3,0.925,15.661,1.3,16.586,17.886,4,4,16.1,17.236,0.35,RIGHT,1.3,1.3,OK,
GTX-A,3,1,1.225,-0.3,0.925,15.661,1.3,16.586,17.886,5,5,17.5,17.236,1.225,LEFT,1.3,1.3,OK,
GTX-A,3,1,1.225,-0.25,0.975,15.661,1.3,16.636,17.936,4,4,16.1,17.286,0.175,RIGHT,1.3,1.3,OK,
GTX-A,3,1,1.225,-0.25,0.975,15.661,1.3,16.636,17.936,5,5,17.5,17.286,1.225,LEFT,1.3,1.3,OK,
GTX-A,3,1,1.225,-0.2,1.025,15.661,1.3,16.686,17.986,4,4,16.1,17.336,0.175,RIGHT,1.3,1.3,OK,
GTX-A,3,1,1.225,-0.2,1.025,15.661,1.3,16.686,17.986,5,5,17.5,17.336,1.225,LEFT,1.3,1.3,OK,
GTX-A,3,1,1.225,-0.15,1.075,15.661,1.3,16.736,18.036,4,4,16.1,17.386,0.175,RIGHT,1.3,1.3,OK,
GTX-A,3,1,1.225,-0.15,1.075,15.661,1.3,16.736,18.036,5,5,17.5,17.386,1.4,LEFT,1.3,1.3,OK,
GTX-A,3,1,1.225,-0.1,1.125,15.661,1.3,16.786,18.086,4,4,16.1,17.436,0.175,RIGHT,1.3,1.3,OK,
GTX-A,3,1,1.225,-0.1,1.125,15.661,1.3,16.786,18.086,5,5,17.5,17.436,1.4,LEFT,1.3,1.3,OK,
GTX-A,3,1,1.225,-0.05,1.175,15.661,1.3,16.836,18.136,5,5,17.5,17.486,1.4,LEFT,1.3,1.3,OK,
GTX-A,3,1,1.225,0,1.225,15.661,1.3,16.886,18.186,5,5,17.5,17.536,1.4,RIGHT,1.3,1.3,OK,
GTX-A,3,1,1.225,0.05,1.275,15.661,1.3,16.936,18.236,5,5,17.5,17.586,1.4,RIGHT,1.3,1.3,OK,
GTX-A,3,1,1.225,0.05,1.275,15.661,1.3,16.936,18.236,6,6,18.9,17.586,0.175,LEFT,1.3,1.3,OK,
GTX-A,3,1,1.225,0.1,1.325,15.661,1.3,16.986,18.286,5,5,17.5,17.636,1.225,RIGHT,1.3,1.3,OK,
GTX-A,3,1,1.225,0.1,1.325,15.661,1.3,16.986,18.286,6,6,18.9,17.636,0.175,LEFT,1.3,1.3,OK,
GTX-A,3,1,1.225,0.15,1.375,15.661,1.3,17.036,18.336,5,5,17.5,17.686,1.225,RIGHT,1.3,1.3,OK,
GTX-A,3,1,1.225,0.15,1.375,15.661,1.3,17.036,18.336,6,6,18.9,17.686,0.175,LEFT,1.3,1.3,OK,
GTX-A,3,1,1.225,0.2,1.425,15.661,1.3,17.086,18.386,5,5,17.5,17.736,1.225,RIGHT,1.3,1.3,OK,
GTX-A,3,1,1.225,0.2,1.425,15.661,1.3,17.086,18.386,6,6,18.9,17.736,0.35,LEFT,1.3,1.3,OK,
GTX-A,3,1,1.225,0.25,1.475,15.661,1.3,17.136,18.436,5,5,17.5,17.786,1.225,RIGHT,1.3,1.3,OK,
GTX-A,3,1,1.225,0.25,1.475,15.661,1.3,17.136,18.436,6,6,18.9,17.786,0.35,LEFT,1.3,1.3,OK,
GTX-A,3,1,1.225,0.3,1.525,15.661,1.3,17.186,18.486,5,5,17.5,17.836,1.05,RIGHT,1.3,1.3,OK,
GTX-A,3,1,1.225,0.3,1.525,15.661,1.3,17.186,18.486,6,6,18.9,17.836,0.35,LEFT,1.3,1.3,OK,
GTX-A,3,1,1.225,0.35,1.575,15.661,1.3,17.236,18.536,5,5,17.5,17.886,1.05,RIGHT,1.3,1.3,OK,
GTX-A,3,1,1.225,0.35,1.575,15.661,1.3,17.236,18.536,6,6,18.9,17.886,0.35,LEFT,1.3,1.3,OK,
지하철,1,8,0,-0.35,-0.35,2.15,1.3,1.8,3.1,1,1,2.1,2.45,1.05,RIGHT,1.3,1.3,OK,
지하철,1,8,0,-0.35,-0.35,2.15,1.3,1.8,3.1,2,2,3.5,2.45,0.35,LEFT,1.3,1.3,OK,
지하철,1,8,0,-0.3,-0.3,2.15,1.3,1.85,3.15,1,1,2.1,2.5,1.05,RIGHT,1.3,1.3,OK,
지하철,1,8,0,-0.3,-0.3,2.15,1.3,1.85,3.15,2,2,3.5,2.5,0.35,LEFT,1.3,1.3,OK,
지하철,1,8,0,-0.25,-0.25,2.15,1.3,1.9,3.2,1,1,2.1,2.55,1.05,RIGHT,1.3,1.3,OK,
지하철,1,8,0,-0.25,-0.25,2.15,1.3,1.9,3.2,2,2,3.5,2.55,0.525,LEFT,1.3,1.3,OK,
지하철,1,8,0,-0.2,-0.2,2.15,1.3,1.95,3.25,1,1,2.1,2.6,0.875,RIGHT,1.3,1.3,OK,
지하철,1,8,0,-0.2,-0.2,2.15,1.3,1.95,3.25,2,2,3.5,2.6,0.525,LEFT,1.3,1.3,OK,
지하철,1,8,0,-0.15,-0.15,2.15,1.3,2,3.3,1,1,2.1,2.65,0.875,RIGHT,1.3,1.3,OK,
지하철,1,8,0,-0.15,-0.15,2.15,1.3,2,3.3,2,2,3.5,2.65,0.525,LEFT,1.3,1.3,OK,
지하철,1,8,0,-0.1,-0.1,2.15,1.3,2.05,3.35,1,1,2.1,2.7,0.875,RIGHT,1.3,1.3,OK,
지하철,1,8,0,-0.1,-0.1,2.15,1.3,2.05,3.35,2,2,3.5,2.7,0.7,LEFT,1.3,1.3,OK,
지하철,1,8,0,-0.05,-0.05,2.15,1.3,2.1,3.4,1,1,2.1,2.75,0.7,RIGHT,1.3,1.3,OK,
지하철,1,8,0,-0.05,-0.05,2.15,1.3,2.1,3.4,2,2,3.5,2.75,0.7,LEFT,1.3,1.3,OK,
지하철,1,8,0,0,0,2.15,1.3,2.15,3.45,1,1,2.1,2.8,0.7,RIGHT,1.3,1.3,OK,
지하철,1,8,0,0,0,2.15,1.3,2.15,3.45,2,2,3.5,2.8,0.7,LEFT,1.3,1.3,OK,
지하철,1,8,0,0.05,0.05,2.15,1.3,2.2,3.5,1,1,2.1,2.85,0.7,RIGHT,1.3,1.3,OK,
지하철,1,8,0,0.05,0.05,2.15,1.3,2.2,3.5,2,2,3.5,2.85,0.7,LEFT,1.3,1.3,OK,
지하철,1,8,0,0.1,0.1,2.15,1.3,2.25,3.55,1,1,2.1,2.9,0.7,RIGHT,1.3,1.3,OK,
지하철,1,8,0,0.1,0.1,2.15,1.3,2.25,3.55,2,2,3.5,2.9,0.875,LEFT,1.3,1.3,OK,
지하철,1,8,0,0.15,0.15,2.15,1.3,2.3,3.6,1,1,2.1,2.95,0.525,RIGHT,1.3,1.3,OK,
지하철,1,8,0,0.15,0.15,2.15,1.3,2.3,3.6,2,2,3.5,2.95,0.875,LEFT,1.3,1.3,OK,
지하철,1,8,0,0.2,0.2,2.15,1.3,2.35,3.65,1,1,2.1,3,0.525,RIGHT,1.3,1.3,OK,
지하철,1,8,0,0.2,0.2,2.15,1.3,2.35,3.65,2,2,3.5,3,0.875,LEFT,1.3,1.3,OK,
지하철,1,8,0,0.25,0.25,2.15,1.3,2.4,3.7,1,1,2.1,3.05,0.525,RIGHT,1.3,1.3,OK,
지하철,1,8,0,0.25,0.25,2.15,1.3,2.4,3.7,2,2,3.5,3.05,1.05,LEFT,1.3,1.3,OK,
지하철,1,8,0,0.3,0.3,2.15,1.3,2.45,3.75,1,1,2.1,3.1,0.35,RIGHT,1.3,1.3,OK,
지하철,1,8,0,0.3,0.3,2.15,1.3,2.45,3.75,2,2,3.5,3.1,1.05,LEFT,1.3,1.3,OK,
지하철,1,8,0,0.35,0.35,2.15,1.3,2.5,3.8,1,1,2.1,3.15,0.35,RIGHT,1.3,1.3,OK,
지하철,1,8,0,0.35,0.35,2.15,1.3,2.5,3.8,2,2,3.5,3.15,1.05,LEFT,1.3,1.3,OK,
지하철,1,7,0.175,-0.35,-0.175,2.15,1.3,1.975,3.275,1,1,2.1,2.625,0.875,RIGHT,1.3,1.3,OK,
지하철,1,7,0.175,-0.35,-0.175,2.15,1.3,1.975,3.275,2,2,3.5,2.625,0.525,LEFT,1.3,1.3,OK,
지하철,1,7,0.175,-0.3,-0.125,2.15,1.3,2.025,3.325,1,1,2.1,2.675,0.875,RIGHT,1.3,1.3,OK,
지하철,1,7,0.175,-0.3,-0.125,2.15,1.3,2.025,3.325,2,2,3.5,2.675,0.525,LEFT,1.3,1.3,OK,
지하철,1,7,0.175,-0.25,-0.075,2.15,1.3,2.075,3.375,1,1,2.1,2.725,0.875,RIGHT,1.3,1.3,OK,
지하철,1,7,0.175,-0.25,-0.075,2.15,1.3,2.075,3.375,2,2,3.5,2.725,0.7,LEFT,1.3,1.3,OK,
지하철,1,7,0.175,-0.2,-0.025,2.15,1.3,2.125,3.425,1,1,2.1,2.775,0.7,RIGHT,1.3,1.3,OK,
지하철,1,7,0.175,-0.2,-0.025,2.15,1.3,2.125,3.425,2,2,3.5,2.775,0.7,LEFT,1.3,1.3,OK,
지하철,1,7,0.175,-0.15,0.025,2.15,1.3,2.175,3.475,1,1,2.1,2.825,0.7,RIGHT,1.3,1.3,OK,
지하철,1,7,0.175,-0.15,0.025,2.15,1.3,2.175,3.475,2,2,3.5,2.825,0.7,LEFT,1.3,1.3,OK,
지하철,1,7,0.175,-0.1,0.075,2.15,1.3,2.225,3.525,1,1,2.1,2.875,0.7,RIGHT,1.3,1.3,OK,
지하철,1,7,0.175,-0.1,0.075,2.15,1.3,2.225,3.525,2,2,3.5,2.875,0.875,LEFT,1.3,1.3,OK,
지하철,1,7,0.175,-0.05,0.125,2.15,1.3,2.275,3.575,1,1,2.1,2.925,0.525,RIGHT,1.3,1.3,OK,
지하철,1,7,0.175,-0.05,0.125,2.15,1.3,2.275,3.575,2,2,3.5,2.925,0.875,LEFT,1.3,1.3,OK,
지하철,1,7,0.175,0,0.175,2.15,1.3,2.325,3.625,1,1,2.1,2.975,0.525,RIGHT,1.3,1.3,OK,
지하철,1,7,0.175,0,0.175,2.15,1.3,2.325,3.625,2,2,3.5,2.975,0.875,LEFT,1.3,1.3,OK,
지하철,1,7,0.175,0.05,0.225,2.15,1.3,2.375,3.675,1,1,2.1,3.025,0.525,RIGHT,1.3,1.3,OK,
지하철,1,7,0.175,0.05,0.225,2.15,1.3,2.375,3.675,2,2,3.5,3.025,0.875,LEFT,1.3,1.3,OK,
지하철,1,7,0.175,0.1,0.275,2.15,1.3,2.425,3.725,1,1,2.1,3.075,0.525,RIGHT,1.3,1.3,OK,
지하철,1,7,0.175,0.1,0.275,2.15,1.3,2.425,3.725,2,2,3.5,3.075,1.05,LEFT,1.3,1.3,OK,
지하철,1,7,0.175,0.15,0.325,2.15,1.3,2.475,3.775,1,1,2.1,3.125,0.35,RIGHT,1.3,1.3,OK,
지하철,1,7,0.175,0.15,0.325,2.15,1.3,2.475,3.775,2,2,3.5,3.125,1.05,LEFT,1.3,1.3,OK,
지하철,1,7,0.175,0.2,0.375,2.15,1.3,2.525,3.825,1,1,2.1,3.175,0.35,RIGHT,1.3,1.3,OK,
지하철,1,7,0.175,0.2,0.375,2.15,1.3,2.525,3.825,2,2,3.5,3.175,1.05,LEFT,1.3,1.3,OK,
지하철,1,7,0.175,0.25,0.425,2.15,1.3,2.575,3.875,1,1,2.1,3.225,0.35,RIGHT,1.3,1.3,OK,
지하철,1,7,0.175,0.25,0.425,2.15,1.3,2.575,3.875,2,2,3.5,3.225,1.225,LEFT,1.3,1.3,OK,
지하철,1,7,0.175,0.3,0.475,2.15,1.3,2.625,3.925,1,1,2.1,3.275,0.175,RIGHT,1.3,1.3,OK,
지하철,1,7,0.175,0.3,0.475,2.15,1.3,2.625,3.925,2,2,3.5,3.275,1.225,LEFT,1.3,1.3,OK,
지하철,1,7,0.175,0.35,0.525,2.15,1.3,2.675,3.975,1,1,2.1,3.325,0.175,RIGHT,1.3,1.3,OK,
지하철,1,7,0.175,0.35,0.525,2.15,1.3,2.675,3.975,2,2,3.5,3.325,1.225,LEFT,1.3,1.3,OK,
지하철,1,6,0.35,-0.35,0,2.15,1.3,2.15,3.45,1,1,2.1,2.8,0.7,RIGHT,1.3,1.3,OK,
지하철,1,6,0.35,-0.35,0,2.15,1.3,2.15,3.45,2,2,3.5,2.8,0.7,LEFT,1.3,1.3,OK,
지하철,1,6,0.35,-0.3,0.05,2.15,1.3,2.2,3.5,1,1,2.1,2.85,0.7,RIGHT,1.3,1.3,OK,
지하철,1,6,0.35,-0.3,0.05,2.15,1.3,2.2,3.5,2,2,3.5,2.85,0.7,LEFT,1.3,1.3,OK,
지하철,1,6,0.35,-0.25,0.1,2.15,1.3,2.25,3.55,1,1,2.1,2.9,0.7,RIGHT,1.3,1.3,OK,
지하철,1,6,0.35,-0.25,0.1,2.15,1.3,2.25,3.55,2,2,3.5,2.9,0.875,LEFT,1.3,1.3,OK,
지하철,1,6,0.35,-0.2,0.15,2.15,1.3,2.3,3.6,1,1,2.1,2.95,0.525,RIGHT,1.3,1.3,OK,
지하철,1,6,0.35,-0.2,0.15,2.15,1.3,2.3,3.6,2,2,3.5,2.95,0.875,LEFT,1.3,1.3,OK,
지하철,1,6,0.35,-0.15,0.2,2.15,1.3,2.35,3.65,1,1,2.1,3,0.525,RIGHT,1.3,1.3,OK,
지하철,1,6,0.35,-0.15,0.2,2.15,1.3,2.35,3.65,2,2,3.5,3,0.875,LEFT,1.3,1.3,OK,
지하철,1,6,0.35,-0.1,0.25,2.15,1.3,2.4,3.7,1,1,2.1,3.05,0.525,RIGHT,1.3,1.3,OK,
지하철,1,6,0.35,-0.1,0.25,2.15,1.3,2.4,3.7,2,2,3.5,3.05,1.05,LEFT,1.3,1.3,OK,
지하철,1,6,0.35,-0.05,0.3,2.15,1.3,2.45,3.75,1,1,2.1,3.1,0.35,RIGHT,1.3,1.3,OK,
지하철,1,6,0.35,-0.05,0.3,2.15,1.3,2.45,3.75,2,2,3.5,3.1,1.05,LEFT,1.3,1.3,OK,
지하철,1,6,0.35,0,0.35,2.15,1.3,2.5,3.8,1,1,2.1,3.15,0.35,RIGHT,1.3,1.3,OK,
지하철,1,6,0.35,0,0.35,2.15,1.3,2.5,3.8,2,2,3.5,3.15,1.05,LEFT,1.3,1.3,OK,
지하철,1,6,0.35,0.05,0.4,2.15,1.3,2.55,3.85,1,1,2.1,3.2,0.35,RIGHT,1.3,1.3,OK,
지하철,1,6,0.35,0.05,0.4,2.15,1.3,2.55,3.85,2,2,3.5,3.2,1.05,LEFT,1.3,1.3,OK,
지하철,1,6,0.35,0.1,0.45,2.15,1.3,2.6,3.9,1,1,2.1,3.25,0.35,RIGHT,1.3,1.3,OK,
지하철,1,6,0.35,0.1,0.45,2.15,1.3,2.6,3.9,2,2,3.5,3.25,1.225,LEFT,1.3,1.3,OK,
지하철,1,6,0.35,0.15,0.5,2.15,1.3,2.65,3.95,1,1,2.1,3.3,0.175,RIGHT,1.3,1.3,OK,
지하철,1,6,0.35,0.15,0.5,2.15,1.3,2.65,3.95,2,2,3.5,3.3,1.225,LEFT,1.3,1.3,OK,
지하철,1,6,0.35,0.2,0.55,2.15,1.3,2.7,4,1,1,2.1,3.35,0.175,RIGHT,1.3,1.3,OK,
지하철,1,6,0.35,0.2,0.55,2.15,1.3,2.7,4,2,2,3.5,3.35,1.225,LEFT,1.3,1.3,OK,
지하철,1,6,0.35,0.25,0.6,2.15,1.3,2.75,4.05,1,1,2.1,3.4,0.175,RIGHT,1.3,1.3,OK,
지하철,1,6,0.35,0.25,0.6,2.15,1.3,2.75,4.05,2,2,3.5,3.4,1.4,LEFT,1.3,1.3,OK,
지하철,1,6,0.35,0.3,0.65,2.15,1.3,2.8,4.1,2,2,3.5,3.45,1.4,LEFT,1.3,1.3,OK,
지하철,1,6,0.35,0.35,0.7,2.15,1.3,2.85,4.15,2,2,3.5,3.5,1.4,RIGHT,1.3,1.3,OK,
지하철,1,5,0.525,-0.35,0.175,2.15,1.3,2.325,3.625,1,1,2.1,2.975,0.525,RIGHT,1.3,1.3,OK,
지하철,1,5,0.525,-0.35,0.175,2.15,1.3,2.325,3.625,2,2,3.5,2.975,0.875,LEFT,1.3,1.3,OK,
지하철,1,5,0.525,-0.3,0.225,2.15,1.3,2.375,3.675,1,1,2.1,3.025,0.525,RIGHT,1.3,1.3,OK,
지하철,1,5,0.525,-0.3,0.225,2.15,1.3,2.375,3.675,2,2,3.5,3.025,0.875,LEFT,1.3,1.3,OK,
지하철,1,5,0.525,-0.25,0.275,2.15,1.3,2.425,3.725,1,1,2.1,3.075,0.525,RIGHT,1.3,1.3,OK,
지하철,1,5,0.525,-0.25,0.275,2.15,1.3,2.425,3.725,2,2,3.5,3.075,1.05,LEFT,1.3,1.3,OK,
지하철,1,5,0.525,-0.2,0.325,2.15,1.3,2.475,3.775,1,1,2.1,3.125,0.35,RIGHT,1.3,1.3,OK,
